country,year,sex,age,suicides_no,population,HDI for year,gdp_for_year,generation
Turkey,2017,female,5-14 years,,82089826,79.53%,859000000000,Generation X
Ukraine,2017,female,5-14 years,10,44831135,78.55%,112000000000,Generation X
United Kingdom,2017,female,5-14 years,8,66058859,91.47%,2700000000000,Generation X
United States of America,2017,female,5-14 years,170,325122128,91.86%,19500000000000,Generation X
Uruguay,2017,female,5-14 years,1,3422200,81.67%,64233966861,Generation X
Uzbekistan,2017,female,5-14 years,36,32388600,69.13%,62081323299,Generation X
Antigua and Barbuda,2020,female,15-24 years,,92664,91.75%,1370281481,Generation X
Argentina,2020,female,15-24 years,,45376763,83.20%,389000000000,Generation X
Armenia,2020,female,15-24 years,,2805608,75.21%,12641209802,Generation X
Australia,2020,female,15-24 years,105,25655289,92.85%,1330000000000,Generation X
Austria,2020,female,15-24 years,10,8916864,90.30%,433000000000,Generation X
Belarus,2020,female,15-24 years,,9379952,81.15%,60258239056,Generation X
Belgium,2020,female,15-24 years,,11538604,91.58%,522000000000,Generation X
Brazil,2020,female,15-24 years,,213196304,75.36%,1440000000000,Generation X
Brunei Darussalam,2020,female,15-24 years,,441725,83.08%,12005825770,Generation X
Bulgaria,2020,female,15-24 years,,6934015,80.01%,69889347433,Generation X
Canada,2020,female,15-24 years,,38037204,92.45%,1650000000000,Generation X
Chile,2020,female,15-24 years,,19300315,83.58%,253000000000,Generation X
"China, Hong Kong SAR",2020,female,15-24 years,,1411100000,91.75%,14700000000000,Generation X
Colombia,2020,female,15-24 years,,50930662,74.64%,271000000000,Generation X
Costa Rica,2020,female,15-24 years,15,5123105,81.20%,61846895121,Generation X
Croatia,2020,female,15-24 years,,4047680,84.88%,57203783203,Generation X
Cuba,2020,female,15-24 years,,11300698,76.15%,107000000000,Generation X
Cyprus,2020,female,15-24 years,,1237537,88.06%,24612646488,Generation X
Czechia,2020,female,15-24 years,13,10697858,88.54%,245000000000,Generation X
Denmark,2020,female,15-24 years,,5831404,93.67%,356000000000,Generation X
Dominican Republic,2020,female,15-24 years,,10999664,76.80%,78844702329,Generation X
Ecuador,2020,female,15-24 years,78,17588595,72.15%,98808010000,Generation X
Egypt,2020,female,15-24 years,,107465134,66.88%,365000000000,Generation X
El Salvador,2020,female,15-24 years,,6292731,65.60%,24638720000,Generation X
Estonia,2020,female,15-24 years,6,1329522,89.89%,30650285472,Generation X
Finland,2020,female,15-24 years,,5529543,93.22%,270000000000,Generation X
Georgia,2020,female,15-24 years,6,3722716,80.31%,15846489611,Generation X
Germany,2020,female,15-24 years,118,83160871,93.21%,3850000000000,Generation X
Greece,2020,female,15-24 years,,10698599,87.04%,189000000000,Generation X
Grenada,2020,female,15-24 years,,123663,80.75%,1042100556,Generation X
Guatemala,2020,female,15-24 years,65,16858333,60.37%,77604632171,Generation X
Hungary,2020,female,15-24 years,,9750149,84.02%,156000000000,Generation X
Iceland,2020,female,15-24 years,3,366463,94.55%,21718075725,Generation X
Ireland,2020,female,15-24 years,,4985382,93.02%,426000000000,Generation X
Israel,2020,female,15-24 years,,9215100,91.27%,407000000000,Generation X
Italy,2020,female,15-24 years,,59438851,87.35%,1890000000000,Generation X
Japan,2020,female,15-24 years,,126261000,90.67%,5060000000000,Generation X
Jordan,2020,female,15-24 years,,10928721,66.64%,43697659296,Generation X
Kazakhstan,2020,female,15-24 years,70,18755666,81.35%,171000000000,Generation X
Kuwait,2020,female,15-24 years,,4360444,82.43%,106000000000,Generation X
Kyrgyzstan,2020,female,15-24 years,,6579900,67.09%,7735976273,Generation X
Latvia,2020,female,15-24 years,2,1900449,87.90%,33707320816,Generation X
Lebanon,2020,female,15-24 years,,5662923,66.95%,31735217785,Generation X
Lithuania,2020,female,15-24 years,7,2794885,89.10%,56546957475,Generation X
Luxembourg,2020,female,15-24 years,,630419,91.65%,73353132794,Generation X
Maldives,2020,female,15-24 years,,514438,69.31%,3742769967,Generation X
Malta,2020,female,15-24 years,,515332,39.78%,14647384608,Generation X
Mauritius,2020,female,15-24 years,8,1265740,90.25%,10920606198,Generation X
Mexico,2020,female,15-24 years,508,125998302,74.75%,1070000000000,Generation X
Montenegro,2020,female,15-24 years,,621306,81.52%,4769860741,Generation X
Netherlands,2020,female,15-24 years,62,17441500,92.23%,914000000000,Generation X
Nicaragua,2020,female,15-24 years,,6755895,63.50%,12621505383,Generation X
North Macedonia,2020,female,15-24 years,3,2072531,75.00%,12263710123,Generation X
Panama,2020,female,15-24 years,,4294396,80.65%,53977036995,Generation X
Paraguay,2020,female,15-24 years,,6618695,72.30%,35670301496,Generation X
Peru,2020,female,15-24 years,,33304756,74.39%,202000000000,Generation X
Philippines,2020,female,15-24 years,,112190977,70.38%,361000000000,Generation X
Poland,2020,female,15-24 years,,37899070,87.76%,597000000000,Generation X
Portugal,2020,female,15-24 years,,10297081,85.92%,229000000000,Generation X
Puerto Rico,2020,female,15-24 years,,3281538,86.21%,103000000000,Generation X
Republic of Korea,2020,female,15-24 years,,311685,91.75%,49600000000000,Generation X
Republic of Moldova,2020,female,15-24 years,,106290,72.60%,1290000000000,Generation X
Romania,2020,female,15-24 years,,19265250,82.36%,249000000000,Generation X
Russian Federation,2020,female,15-24 years,,144073139,83.45%,1480000000000,Generation X
Saint Vincent and the Grenadines,2020,female,15-24 years,,16436120,75.13%,24644234595,Generation X
Serbia,2020,female,15-24 years,2,6899126,79.68%,53335016425,Generation X
Seychelles,2020,female,15-24 years,,98462,91.75%,1059886364,Generation X
Singapore,2020,female,15-24 years,15,5685807,93.18%,340000000000,Generation X
Slovakia,2020,female,15-24 years,,42310,85.29%,105000000000,Generation X
Slovenia,2020,female,15-24 years,3,2102419,90.85%,53589609581,Generation X
South Africa,2020,female,15-24 years,,58801927,69.92%,335000000000,Generation X
Spain,2020,female,15-24 years,36,47365655,88.91%,1280000000000,Generation X
Sweden,2020,female,15-24 years,,10353442,93.53%,541000000000,Generation X
Switzerland,2020,female,15-24 years,,8638167,93.83%,752000000000,Generation X
Tajikistan,2020,female,15-24 years,,9543207,62.84%,8194150302,Generation X
Thailand,2020,female,15-24 years,,71475664,80.75%,502000000000,Generation X
Turkey,2020,female,15-24 years,,84135428,80.07%,720000000000,Generation X
Ukraine,2020,female,15-24 years,,44132049,77.67%,155000000000,Generation X
United Kingdom,2020,female,15-24 years,,67081000,91.68%,2760000000000,Generation X
United States of America,2020,female,15-24 years,1495,331501080,91.75%,21000000000000,Generation X
Uruguay,2020,female,15-24 years,,3429086,82.25%,53628827440,Generation X
Uzbekistan,2020,female,15-24 years,,34232050,69.69%,59929951114,Generation X
Antigua and Barbuda,2019,female,15-24 years,,92117,92.49%,1687533333,Generation X
Argentina,2019,female,15-24 years,173,44938712,84.43%,452000000000,Generation X
Armenia,2019,female,15-24 years,1,2820602,77.13%,13619291361,Generation X
Australia,2019,female,15-24 years,121,25340217,92.46%,1390000000000,Generation X
Austria,2019,female,15-24 years,10,8879920,90.15%,445000000000,Generation X
Belarus,2019,female,15-24 years,,9419758,82.10%,64409647194,Generation X
Belgium,2019,female,15-24 years,,11488980,92.36%,535000000000,Generation X
Brazil,2019,female,15-24 years,593,211782878,76.13%,1880000000000,Generation X
Brunei Darussalam,2019,female,15-24 years,0,438048,83.99%,13469422959,Generation X
Bulgaria,2019,female,15-24 years,4,6975761,80.67%,68915416142,Generation X
Canada,2019,female,15-24 years,146,37601230,92.98%,1740000000000,Generation X
Chile,2019,female,15-24 years,,19039485,84.34%,279000000000,Generation X
"China, Hong Kong SAR",2019,female,15-24 years,,1407745000,92.49%,14300000000000,Generation X
Colombia,2019,female,15-24 years,215,50187406,76.29%,323000000000,Generation X
Costa Rica,2019,female,15-24 years,12,5084532,81.26%,64072870932,Generation X
Croatia,2019,female,15-24 years,4,4065253,85.58%,62246206341,Generation X
Cuba,2019,female,15-24 years,7,11316697,76.74%,103000000000,Generation X
Cyprus,2019,female,15-24 years,,1228836,88.53%,25758357775,Generation X
Czechia,2019,female,15-24 years,17,10671870,88.85%,252000000000,Generation X
Denmark,2019,female,15-24 years,,5814422,93.62%,348000000000,Generation X
Dominican Republic,2019,female,15-24 years,,10881882,77.48%,88941299734,Generation X
Ecuador,2019,female,15-24 years,104,17343740,74.51%,108000000000,Generation X
Egypt,2019,female,15-24 years,11,105618671,68.01%,303000000000,Generation X
El Salvador,2019,female,15-24 years,,6280217,67.26%,26896660000,Generation X
Estonia,2019,female,15-24 years,5,1326898,90.38%,31045591753,Generation X
Finland,2019,female,15-24 years,30,5521606,93.25%,269000000000,Generation X
Georgia,2019,female,15-24 years,7,3720161,80.25%,17477255562,Generation X
Germany,2019,female,15-24 years,93,83092962,93.52%,3890000000000,Generation X
Greece,2019,female,15-24 years,7,10721582,87.37%,205000000000,Generation X
Grenada,2019,female,15-24 years,,122724,80.90%,1212694407,Generation X
Guatemala,2019,female,15-24 years,79,16604026,61.53%,77020015201,Generation X
Hungary,2019,female,15-24 years,19,9771141,84.40%,164000000000,Generation X
Iceland,2019,female,15-24 years,2,360563,94.95%,24857740445,Generation X
Ireland,2019,female,15-24 years,,4934340,92.94%,399000000000,Generation X
Israel,2019,female,15-24 years,,9054000,91.56%,398000000000,Generation X
Italy,2019,female,15-24 years,,59729081,88.10%,2010000000000,Generation X
Japan,2019,female,15-24 years,470,126633000,90.88%,5150000000000,Generation X
Jordan,2019,female,15-24 years,,10698683,66.88%,44502895915,Generation X
Kazakhstan,2019,female,15-24 years,79,18513673,81.37%,182000000000,Generation X
Kuwait,2019,female,15-24 years,1,4441100,84.06%,136000000000,Generation X
Kyrgyzstan,2019,female,15-24 years,21,6456200,68.14%,8871026074,Generation X
Latvia,2019,female,15-24 years,4,1913822,87.99%,34308783825,Generation X
Lebanon,2019,female,15-24 years,2,5781907,70.11%,51953744507,Generation X
Lithuania,2019,female,15-24 years,7,2794137,89.27%,54697379017,Generation X
Luxembourg,2019,female,15-24 years,1,620001,91.62%,70195715496,Generation X
Maldives,2019,female,15-24 years,0,504508,73.80%,5607762625,Generation X
Malta,2019,female,15-24 years,,504062,40.73%,15215714309,Generation X
Mauritius,2019,female,15-24 years,4,1265711,90.15%,14045808843,Generation X
Mexico,2019,female,15-24 years,449,125085311,76.52%,1270000000000,Generation X
Montenegro,2019,female,15-24 years,0,622028,82.60%,5542674317,Generation X
Netherlands,2019,female,15-24 years,57,17344874,92.48%,910000000000,Generation X
Nicaragua,2019,female,15-24 years,33,6663924,64.50%,12611218627,Generation X
North Macedonia,2019,female,15-24 years,1,2076694,75.98%,12606338449,Generation X
Panama,2019,female,15-24 years,1,4232532,81.88%,66984427150,Generation X
Paraguay,2019,female,15-24 years,54,6530026,72.51%,37906944075,Generation X
Peru,2019,female,15-24 years,,32824861,76.01%,228000000000,Generation X
Philippines,2019,female,15-24 years,256,110380804,71.18%,377000000000,Generation X
Poland,2019,female,15-24 years,65,37965475,88.21%,597000000000,Generation X
Portugal,2019,female,15-24 years,,10286263,86.09%,240000000000,Generation X
Puerto Rico,2019,female,15-24 years,,3193694,87.11%,105000000000,Generation X
Republic of Korea,2019,female,15-24 years,398,304404,92.49%,51000000000000,Generation X
Republic of Moldova,2019,female,15-24 years,,106669,73.97%,1410000000000,Generation X
Romania,2019,female,15-24 years,14,19371648,82.92%,250000000000,Generation X
Russian Federation,2019,female,15-24 years,237,144406261,84.43%,1690000000000,Generation X
Saint Vincent and the Grenadines,2019,female,15-24 years,,16000781,75.62%,23306213742,Generation X
Serbia,2019,female,15-24 years,1,6945235,80.28%,51514222382,Generation X
Seychelles,2019,female,15-24 years,0,97625,92.49%,1582841059,Generation X
Singapore,2019,female,15-24 years,16,5703569,93.64%,374000000000,Generation X
Slovakia,2019,female,15-24 years,2,41608,85.80%,105000000000,Generation X
Slovenia,2019,female,15-24 years,3,2088385,91.95%,54178877606,Generation X
South Africa,2019,female,15-24 years,,58087055,71.14%,388000000000,Generation X
Spain,2019,female,15-24 years,43,47134837,89.74%,1390000000000,Generation X
Sweden,2019,female,15-24 years,,10278887,93.96%,534000000000,Generation X
Switzerland,2019,female,15-24 years,,8575280,94.34%,732000000000,Generation X
Tajikistan,2019,female,15-24 years,,9337003,63.95%,8300784857,Generation X
Thailand,2019,female,15-24 years,70,71307763,80.90%,544000000000,Generation X
Turkey,2019,female,15-24 years,232,83481684,81.04%,761000000000,Generation X
Ukraine,2019,female,15-24 years,66,44386203,78.72%,154000000000,Generation X
United Kingdom,2019,female,15-24 years,156,66836327,92.07%,2880000000000,Generation X
United States of America,2019,female,15-24 years,1495,328329953,92.49%,21400000000000,Generation X
Uruguay,2019,female,15-24 years,17,3428409,82.19%,61231149881,Generation X
Uzbekistan,2019,female,15-24 years,456,33580350,70.26%,59907674027,Generation X
Antigua and Barbuda,2018,female,15-24 years,,91626,92.16%,1605944444,Generation X
Argentina,2018,female,15-24 years,198,44494502,84.36%,525000000000,Generation X
Armenia,2018,female,15-24 years,0,2836557,76.23%,12457941907,Generation X
Australia,2018,female,15-24 years,102,24966643,92.90%,1430000000000,Generation X
Austria,2018,female,15-24 years,10,8840521,89.88%,455000000000,Generation X
Belarus,2018,female,15-24 years,21,9438785,82.01%,60031262269,Generation X
Belgium,2018,female,15-24 years,27,11427054,91.96%,543000000000,Generation X
Brazil,2018,female,15-24 years,527,210166592,75.84%,1920000000000,Generation X
Brunei Darussalam,2018,female,15-24 years,0,434274,83.44%,13567351175,Generation X
Bulgaria,2018,female,15-24 years,11,7025037,80.44%,66363422450,Generation X
Canada,2018,female,15-24 years,151,37065084,92.54%,1730000000000,Generation X
Chile,2018,female,15-24 years,56,18701450,84.00%,298000000000,Generation X
"China, Hong Kong SAR",2018,female,15-24 years,,1402760000,92.16%,13900000000000,Generation X
Colombia,2018,female,15-24 years,185,49276961,75.95%,334000000000,Generation X
Costa Rica,2018,female,15-24 years,20,5040734,80.09%,62420165100,Generation X
Croatia,2018,female,15-24 years,,4087843,85.40%,62247874949,Generation X
Cuba,2018,female,15-24 years,13,11328244,76.27%,100000000000,Generation X
Cyprus,2018,female,15-24 years,0,1218831,87.96%,25522671233,Generation X
Czechia,2018,female,15-24 years,24,10629928,88.57%,249000000000,Generation X
Denmark,2018,female,15-24 years,8,5793636,93.34%,357000000000,Generation X
Dominican Republic,2018,female,15-24 years,28,10765531,76.59%,85555378043,Generation X
Ecuador,2018,female,15-24 years,103,17015672,74.57%,108000000000,Generation X
Egypt,2018,female,15-24 years,7,103740765,67.93%,250000000000,Generation X
El Salvador,2018,female,15-24 years,15,6276342,67.22%,26020850000,Generation X
Estonia,2018,female,15-24 years,4,1321977,90.05%,30474612057,Generation X
Finland,2018,female,15-24 years,27,5515525,93.01%,276000000000,Generation X
Georgia,2018,female,15-24 years,6,3726549,79.58%,17599700091,Generation X
Germany,2018,female,15-24 years,110,82905782,93.11%,3980000000000,Generation X
Greece,2018,female,15-24 years,13,10732882,87.12%,212000000000,Generation X
Grenada,2018,female,15-24 years,0,121838,79.96%,1166523556,Generation X
Guatemala,2018,female,15-24 years,76,16346950,61.29%,73208583759,Generation X
Hungary,2018,female,15-24 years,17,9775564,84.17%,161000000000,Generation X
Iceland,2018,female,15-24 years,2,352721,94.82%,26267063758,Generation X
Ireland,2018,female,15-24 years,20,4867316,92.53%,385000000000,Generation X
Israel,2018,female,15-24 years,7,8882800,90.83%,374000000000,Generation X
Italy,2018,female,15-24 years,,60421760,87.63%,2090000000000,Generation X
Japan,2018,female,15-24 years,499,126811000,90.65%,5040000000000,Generation X
Jordan,2018,female,15-24 years,0,10459865,66.77%,42932112676,Generation X
Kazakhstan,2018,female,15-24 years,90,18276452,81.29%,179000000000,Generation X
Kuwait,2018,female,15-24 years,2,4317185,83.76%,138000000000,Generation X
Kyrgyzstan,2018,female,15-24 years,25,6322800,67.80%,8271108638,Generation X
Latvia,2018,female,15-24 years,0,1927174,87.72%,34412210812,Generation X
Lebanon,2018,female,15-24 years,,5950839,69.56%,55276157552,Generation X
Lithuania,2018,female,15-24 years,8,2801543,88.79%,53724663843,Generation X
Luxembourg,2018,female,15-24 years,0,607950,91.42%,71250208996,Generation X
Maldives,2018,female,15-24 years,0,489758,71.52%,5300962660,Generation X
Malta,2018,female,15-24 years,,484630,37.78%,14864712990,Generation X
Mauritius,2018,female,15-24 years,7,1265303,89.85%,14181951059,Generation X
Mexico,2018,female,15-24 years,435,124013861,75.94%,1220000000000,Generation X
Montenegro,2018,female,15-24 years,,622227,81.96%,5504166667,Generation X
Netherlands,2018,female,15-24 years,52,17231624,91.39%,914000000000,Generation X
Nicaragua,2018,female,15-24 years,33,6572233,64.31%,13025239912,Generation X
North Macedonia,2018,female,15-24 years,1,2076217,75.27%,12683070061,Generation X
Panama,2018,female,15-24 years,5,4165255,81.60%,64929409212,Generation X
Paraguay,2018,female,15-24 years,44,6443328,71.83%,40225448341,Generation X
Peru,2018,female,15-24 years,62,32203944,75.54%,223000000000,Generation X
Philippines,2018,female,15-24 years,209,108568836,70.31%,347000000000,Generation X
Poland,2018,female,15-24 years,50,37974750,87.82%,587000000000,Generation X
Portugal,2018,female,15-24 years,8,10283822,85.57%,242000000000,Generation X
Puerto Rico,2018,female,15-24 years,,3193354,86.63%,101000000000,Generation X
Republic of Korea,2018,female,15-24 years,327,297298,92.16%,50500000000000,Generation X
Republic of Moldova,2018,female,15-24 years,4,107001,75.10%,1340000000000,Generation X
Romania,2018,female,15-24 years,21,19473970,82.51%,241000000000,Generation X
Russian Federation,2018,female,15-24 years,270,144477859,84.42%,1660000000000,Generation X
Saint Vincent and the Grenadines,2018,female,15-24 years,,15574909,76.30%,23116699808,Generation X
Serbia,2018,female,15-24 years,4,6982604,79.74%,50640650221,Generation X
Seychelles,2018,female,15-24 years,,96762,92.16%,1547690759,Generation X
Singapore,2018,female,15-24 years,11,5638676,93.21%,376000000000,Generation X
Slovakia,2018,female,15-24 years,3,40895,85.32%,106000000000,Generation X
Slovenia,2018,female,15-24 years,1,2073894,91.61%,54137142149,Generation X
South Africa,2018,female,15-24 years,30,57339635,70.67%,405000000000,Generation X
Spain,2018,female,15-24 years,40,46797754,89.15%,1420000000000,Generation X
Sweden,2018,female,15-24 years,48,10175214,93.50%,555000000000,Generation X
Switzerland,2018,female,15-24 years,25,8514329,93.97%,736000000000,Generation X
Tajikistan,2018,female,15-24 years,,9128132,63.38%,7765014424,Generation X
Thailand,2018,female,15-24 years,58,71127802,79.96%,507000000000,Generation X
Turkey,2018,female,15-24 years,,82809304,80.50%,778000000000,Generation X
Ukraine,2018,female,15-24 years,63,44622518,78.54%,131000000000,Generation X
United Kingdom,2018,female,15-24 years,139,66460344,91.41%,2900000000000,Generation X
United States of America,2018,female,15-24 years,1495,326838199,92.16%,20600000000000,Generation X
Uruguay,2018,female,15-24 years,15,3427042,81.87%,64515038268,Generation X
Uzbekistan,2018,female,15-24 years,420,32956100,69.69%,52633143808,Generation X
Antigua and Barbuda,2017,female,15-24 years,0,91119,91.86%,1467977778,Generation X
Argentina,2017,female,15-24 years,189,44044811,84.04%,644000000000,Generation X
Armenia,2017,female,15-24 years,3,2851923,76.07%,11527458566,Generation X
Australia,2017,female,15-24 years,108,24594202,91.89%,1330000000000,Generation X
Austria,2017,female,15-24 years,14,8797566,89.67%,416000000000,Generation X
Belarus,2017,female,15-24 years,,9458989,81.94%,54726595249,Generation X
Belgium,2017,female,15-24 years,25,11375158,91.74%,502000000000,Generation X
Brazil,2017,female,15-24 years,504,208504960,75.31%,2060000000000,Generation X
Brunei Darussalam,2017,female,15-24 years,0,430276,82.50%,12128104859,Generation X
Bulgaria,2017,female,15-24 years,5,7075947,80.45%,59199447421,Generation X
Canada,2017,female,15-24 years,162,36545236,92.37%,1650000000000,Generation X
Chile,2017,female,15-24 years,56,18368577,83.50%,277000000000,Generation X
"China, Hong Kong SAR",2017,female,15-24 years,21,1396215000,91.86%,12300000000000,Generation X
Colombia,2017,female,15-24 years,178,48351671,75.66%,312000000000,Generation X
Costa Rica,2017,female,15-24 years,8,4993842,79.67%,60516043590,Generation X
Croatia,2017,female,15-24 years,5,4124531,84.52%,56214427431,Generation X
Cuba,2017,female,15-24 years,14,11336405,75.84%,96851000000,Generation X
Cyprus,2017,female,15-24 years,2,1208523,87.78%,22870833710,Generation X
Czechia,2017,female,15-24 years,21,10594438,88.99%,219000000000,Generation X
Denmark,2017,female,15-24 years,11,5764980,93.39%,332000000000,Generation X
Dominican Republic,2017,female,15-24 years,24,10647244,75.75%,79997975622,Generation X
Ecuador,2017,female,15-24 years,87,16696944,74.67%,104000000000,Generation X
Egypt,2017,female,15-24 years,8,101789386,68.05%,236000000000,Generation X
El Salvador,2017,female,15-24 years,21,6266654,66.67%,24979190000,Generation X
Estonia,2017,female,15-24 years,5,1317384,89.59%,26857880622,Generation X
Finland,2017,female,15-24 years,30,5508214,92.77%,255000000000,Generation X
Georgia,2017,female,15-24 years,5,3728004,78.97%,16242916916,Generation X
Germany,2017,female,15-24 years,122,82657002,92.88%,3680000000000,Generation X
Greece,2017,female,15-24 years,5,10754679,86.54%,199000000000,Generation X
Grenada,2017,female,15-24 years,0,120921,78.74%,1125685185,Generation X
Guatemala,2017,female,15-24 years,74,16087418,61.39%,71654134379,Generation X
Hungary,2017,female,15-24 years,14,9787966,83.48%,143000000000,Generation X
Iceland,2017,female,15-24 years,0,343400,94.15%,24728285177,Generation X
Ireland,2017,female,15-24 years,,4807388,92.16%,335000000000,Generation X
Israel,2017,female,15-24 years,12,8713300,91.03%,355000000000,Generation X
Italy,2017,female,15-24 years,34,60536709,87.16%,1960000000000,Generation X
Japan,2017,female,15-24 years,404,126972000,90.57%,4930000000000,Generation X
Jordan,2017,female,15-24 years,2,10215381,66.17%,41408960845,Generation X
Kazakhstan,2017,female,15-24 years,127,18037776,80.52%,167000000000,Generation X
Kuwait,2017,female,15-24 years,3,4124904,83.49%,121000000000,Generation X
Kyrgyzstan,2017,female,15-24 years,25,6198200,67.56%,7702934800,Generation X
Latvia,2017,female,15-24 years,2,1942248,87.19%,30408509602,Generation X
Lebanon,2017,female,15-24 years,,6109252,69.68%,53324800959,Generation X
Lithuania,2017,female,15-24 years,6,2828403,88.35%,47640770634,Generation X
Luxembourg,2017,female,15-24 years,1,596336,91.16%,65549868207,Generation X
Maldives,2017,female,15-24 years,0,472442,71.34%,4754175869,Generation X
Malta,2017,female,15-24 years,1,467999,38.64%,13221298308,Generation X
Mauritius,2017,female,15-24 years,11,1264613,88.62%,13259351418,Generation X
Mexico,2017,female,15-24 years,403,122839258,75.49%,1160000000000,Generation X
Montenegro,2017,female,15-24 years,0,622373,81.71%,4844592067,Generation X
Netherlands,2017,female,15-24 years,53,17131296,91.94%,832000000000,Generation X
Nicaragua,2017,female,15-24 years,33,6480532,64.12%,13785876629,Generation X
North Macedonia,2017,female,15-24 years,0,2074502,74.51%,11307058382,Generation X
Panama,2017,female,15-24 years,6,4096063,81.28%,62202725204,Generation X
Paraguay,2017,female,15-24 years,35,6355404,71.11%,38997129474,Generation X
Peru,2017,female,15-24 years,45,31605486,74.95%,211000000000,Generation X
Philippines,2017,female,15-24 years,184,106738501,69.56%,328000000000,Generation X
Poland,2017,female,15-24 years,48,37974826,87.56%,527000000000,Generation X
Portugal,2017,female,15-24 years,11,10300300,85.22%,221000000000,Generation X
Puerto Rico,2017,female,15-24 years,4,3325286,86.42%,103000000000,Generation X
Republic of Korea,2017,female,15-24 years,235,290239,91.86%,47600000000000,Generation X
Republic of Moldova,2017,female,15-24 years,4,107281,74.93%,1260000000000,Generation X
Romania,2017,female,15-24 years,14,19588715,81.42%,212000000000,Generation X
Russian Federation,2017,female,15-24 years,286,144496739,83.24%,1570000000000,Generation X
Saint Vincent and the Grenadines,2017,female,15-24 years,0,15157793,76.09%,20996564752,Generation X
Serbia,2017,female,15-24 years,0,7020858,79.10%,44179055280,Generation X
Seychelles,2017,female,15-24 years,0,95843,91.86%,1528242026,Generation X
Singapore,2017,female,15-24 years,9,5612253,92.98%,343000000000,Generation X
Slovakia,2017,female,15-24 years,0,40574,85.03%,95157888667,Generation X
Slovenia,2017,female,15-24 years,4,2066388,90.76%,48469082710,Generation X
South Africa,2017,female,15-24 years,32,56641209,70.94%,381000000000,Generation X
Spain,2017,female,15-24 years,33,46593236,88.90%,1310000000000,Generation X
Sweden,2017,female,15-24 years,38,10057698,93.30%,541000000000,Generation X
Switzerland,2017,female,15-24 years,16,8451840,93.79%,704000000000,Generation X
Tajikistan,2017,female,15-24 years,28,8925525,62.83%,7536439875,Generation X
Thailand,2017,female,15-24 years,58,70898202,78.74%,456000000000,Generation X
Turkey,2017,female,15-24 years,,82089826,79.53%,859000000000,Generation X
Ukraine,2017,female,15-24 years,78,44831135,78.55%,112000000000,Generation X
United Kingdom,2017,female,15-24 years,120,66058859,91.47%,2700000000000,Generation X
United States of America,2017,female,15-24 years,1495,325122128,91.86%,19500000000000,Generation X
Uruguay,2017,female,15-24 years,22,3422200,81.67%,64233966861,Generation X
Uzbekistan,2017,female,15-24 years,417,32388600,69.13%,62081323299,Generation X
Antigua and Barbuda,2020,female,25-34 years,,92664,91.75%,1370281481,Boomers
Argentina,2020,female,25-34 years,,45376763,83.20%,389000000000,Boomers
Armenia,2020,female,25-34 years,,2805608,75.21%,12641209802,Boomers
Australia,2020,female,25-34 years,156,25655289,92.85%,1330000000000,Boomers
Austria,2020,female,25-34 years,19,8916864,90.30%,433000000000,Boomers
Belarus,2020,female,25-34 years,,9379952,81.15%,60258239056,Boomers
Belgium,2020,female,25-34 years,,11538604,91.58%,522000000000,Boomers
Brazil,2020,female,25-34 years,,213196304,75.36%,1440000000000,Boomers
Brunei Darussalam,2020,female,25-34 years,,441725,83.08%,12005825770,Boomers
Bulgaria,2020,female,25-34 years,,6934015,80.01%,69889347433,Boomers
Canada,2020,female,25-34 years,,38037204,92.45%,1650000000000,Boomers
Chile,2020,female,25-34 years,,19300315,83.58%,253000000000,Boomers
"China, Hong Kong SAR",2020,female,25-34 years,,1411100000,91.75%,14700000000000,Boomers
Colombia,2020,female,25-34 years,,50930662,74.64%,271000000000,Boomers
Costa Rica,2020,female,25-34 years,23,5123105,81.20%,61846895121,Boomers
Croatia,2020,female,25-34 years,,4047680,84.88%,57203783203,Boomers
Cuba,2020,female,25-34 years,,11300698,76.15%,107000000000,Boomers
Cyprus,2020,female,25-34 years,,1237537,88.06%,24612646488,Boomers
Czechia,2020,female,25-34 years,26,10697858,88.54%,245000000000,Boomers
Denmark,2020,female,25-34 years,,5831404,93.67%,356000000000,Boomers
Dominican Republic,2020,female,25-34 years,,10999664,76.80%,78844702329,Boomers
Ecuador,2020,female,25-34 years,29,17588595,72.15%,98808010000,Boomers
Egypt,2020,female,25-34 years,,107465134,66.88%,365000000000,Boomers
El Salvador,2020,female,25-34 years,,6292731,65.60%,24638720000,Boomers
Estonia,2020,female,25-34 years,2,1329522,89.89%,30650285472,Boomers
Finland,2020,female,25-34 years,,5529543,93.22%,270000000000,Boomers
Georgia,2020,female,25-34 years,4,3722716,80.31%,15846489611,Boomers
Germany,2020,female,25-34 years,166,83160871,93.21%,3850000000000,Boomers
Greece,2020,female,25-34 years,,10698599,87.04%,189000000000,Boomers
Grenada,2020,female,25-34 years,,123663,80.75%,1042100556,Boomers
Guatemala,2020,female,25-34 years,41,16858333,60.37%,77604632171,Boomers
Hungary,2020,female,25-34 years,,9750149,84.02%,156000000000,Boomers
Iceland,2020,female,25-34 years,3,366463,94.55%,21718075725,Boomers
Ireland,2020,female,25-34 years,,4985382,93.02%,426000000000,Boomers
Israel,2020,female,25-34 years,,9215100,91.27%,407000000000,Boomers
Italy,2020,female,25-34 years,,59438851,87.35%,1890000000000,Boomers
Japan,2020,female,25-34 years,,126261000,90.67%,5060000000000,Boomers
Jordan,2020,female,25-34 years,,10928721,66.64%,43697659296,Boomers
